id,abbreviation,assists,blocks,defensive_rebounds,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempts,free_throw_percentage,free_throws,games_played,minutes_played,name,offensive_rebounds,opp_assists,opp_blocks,opp_defensive_rebounds,opp_field_goal_attempts,opp_field_goal_percentage,opp_field_goals,opp_free_throw_attempts,opp_free_throw_percentage,opp_free_throws,opp_offensive_rebounds,opp_personal_fouls,opp_points,opp_steals,opp_three_point_field_goal_attempts,opp_three_point_field_goal_percentage,opp_three_point_field_goals,opp_total_rebounds,opp_turnovers,opp_two_point_field_goal_attempts,opp_two_point_field_goal_percentage,opp_two_point_field_goals,personal_fouls,points,rank,steals,three_point_field_goal_attempts,three_point_field_goal_percentage,three_point_field_goals,total_rebounds,turnovers,two_point_field_goal_attempts,two_point_field_goal_percentage,two_point_field_goals,year,wins,games,playoff_wins,playoff_games
CLE 2011,CLE,1720,341,2449,6647,0.434,2886,2075,0.745,1546,82,19755,Cleveland Cavaliers,856,1984,489,2676,6804,0.475,3232,1894,0.759,1438,894,1747,8566,619,1614,0.411,664,3570,1111,5190,0.495,2568,1648,7827,25,544,1489,0.342,509,3305,1166,5158,0.461,2377,2011,19,82,0,0
ATL 2011,ATL,1802,341,2460,6429,0.462,2971,1728,0.779,1346,82,19730,Atlanta Hawks,762,1751,348,2488,6537,0.46,3009,1782,0.774,1380,839,1517,7857,548,1358,0.338,459,3327,1026,5179,0.492,2550,1554,7790,26,497,1427,0.352,502,3222,1118,5002,0.494,2469,2011,44,82,6,12
NOH 2011,NOH,1691,359,2468,6416,0.459,2944,1897,0.765,1452,82,19830,New Orleans Hornets,824,1739,396,2457,6306,0.457,2882,1805,0.77,1390,769,1674,7711,497,1562,0.357,557,3226,1192,4744,0.49,2325,1719,7784,27,624,1232,0.36,444,3292,1069,5184,0.482,2500,2011,46,82,2,6
NJN 2011,NJN,1723,384,2440,6638,0.44,2918,1881,0.759,1427,82,20005,New Jersey Nets,909,1824,375,2575,6602,0.465,3069,2115,0.751,1589,849,1638,8234,561,1393,0.364,507,3424,1010,5209,0.492,2562,1807,7722,28,458,1337,0.343,459,3349,1152,5301,0.464,2459,2011,24,82,0,0
CHA 2011,CHA,1728,433,2444,6365,0.451,2873,1999,0.756,1511,82,19805,Charlotte Bobcats,848,1777,496,2446,6492,0.455,2956,1908,0.78,1489,804,1730,7978,601,1609,0.359,577,3250,1082,4883,0.487,2379,1637,7650,29,524,1203,0.327,393,3292,1192,5162,0.48,2480,2011,34,82,0,0
MIL 2011,MIL,1545,399,2480,6544,0.43,2814,1881,0.757,1423,82,19830,Milwaukee Bucks,862,1657,392,2629,6342,0.447,2834,1946,0.77,1498,836,1694,7603,507,1309,0.334,437,3465,1245,5033,0.476,2397,1682,7534,30,617,1414,0.342,483,3342,1103,5130,0.454,2331,2011,35,82,0,0
PHO 2010,PHO,1912,418,2616,6788,0.492,3339,2117,0.77,1631,82,19730,Phoenix Suns,910,1704,365,2391,7165,0.452,3235,2114,0.76,1606,1081,1789,8637,646,1582,0.355,561,3472,1065,5583,0.479,2674,1713,9039,1,479,1770,0.412,730,3526,1210,5018,0.52,2609,2010,54,82,10,16
GSW 2010,GSW,1839,340,2397,7094,0.469,3329,2085,0.782,1631,82,19730,Golden State Warriors,753,1979,407,2842,7033,0.485,3409,2390,0.767,1832,1100,1757,9217,645,1514,0.375,567,3942,1442,5519,0.515,2842,1886,8922,2,761,1687,0.375,633,3150,1204,5407,0.499,2696,2010,26,82,0,0
DEN 2010,DEN,1719,417,2505,6678,0.468,3124,2508,0.772,1937,82,19780,Denver Nuggets,889,1723,438,2513,6766,0.456,3088,2207,0.768,1695,955,1943,8394,578,1498,0.349,523,3468,1235,5268,0.487,2565,1844,8729,3,683,1517,0.359,544,3394,1136,5161,0.5,2580,2010,53,82,2,6
UTA 2010,UTA,2187,400,2588,6575,0.491,3227,2233,0.741,1654,82,19755,Utah Jazz,872,1628,445,2376,6471,0.449,2908,2286,0.762,1741,837,1818,8109,632,1559,0.354,552,3213,1238,4912,0.48,2356,1859,8547,4,675,1207,0.364,439,3460,1246,5368,0.519,2788,2010,53,82,4,10
TOR 2010,TOR,1804,384,2507,6631,0.482,3199,2118,0.764,1618,82,19780,Toronto Raptors,806,1889,360,2453,6824,0.468,3194,2146,0.784,1683,933,1730,8680,580,1665,0.366,609,3386,1040,5159,0.501,2585,1819,8534,5,469,1397,0.371,518,3313,1100,5234,0.512,2681,2010,40,82,0,0
ORL 2010,ORL,1615,456,2736,6394,0.47,3005,2176,0.724,1575,82,19730,Orlando Magic,810,1550,288,2481,6739,0.438,2955,1830,0.754,1380,800,1819,7812,551,1437,0.363,522,3281,1050,5302,0.459,2433,1629,8426,6,512,2241,0.375,841,3546,1155,4153,0.521,2164,2010,59,82,10,14
MEM 2010,MEM,1543,399,2496,6875,0.469,3223,2202,0.733,1614,82,19905,Memphis Grizzlies,1070,1875,501,2349,6849,0.478,3277,1858,0.755,1402,907,1840,8528,635,1618,0.354,572,3256,1165,5231,0.517,2705,1655,8404,7,645,1020,0.337,344,3566,1248,5855,0.492,2879,2010,40,82,0,0
HOU 2010,HOU,1790,318,2471,6923,0.447,3094,2022,0.772,1561,82,19905,Houston Rockets,971,1716,532,2632,6810,0.475,3236,1917,0.764,1464,875,1840,8425,597,1344,0.364,489,3507,1207,5466,0.503,2747,1712,8395,8,583,1838,0.351,646,3442,1188,5085,0.481,2448,2010,42,82,0,0
NYK 2010,NYK,1772,305,2477,6876,0.455,3127,1759,0.782,1376,82,19880,New York Knicks,836,1723,368,2724,6902,0.486,3352,1896,0.754,1429,959,1576,8686,585,1571,0.352,553,3683,1182,5331,0.525,2799,1638,8373,9,586,2145,0.346,743,3313,1148,4731,0.504,2384,2010,29,82,0,0
CLE 2010,CLE,1835,425,2692,6391,0.485,3101,2180,0.72,1569,82,19780,Cleveland Cavaliers,791,1661,325,2366,6633,0.442,2935,1907,0.757,1444,794,1708,7838,542,1511,0.347,524,3160,1045,5122,0.471,2411,1591,8373,10,564,1582,0.381,602,3483,1137,4809,0.52,2499,2010,61,82,6,11
DAL 2010,DAL,1917,449,2586,6760,0.464,3140,1870,0.816,1526,82,19880,Dallas Mavericks,834,1659,337,2592,6805,0.457,3107,1849,0.758,1402,922,1652,8141,563,1515,0.347,525,3514,1195,5290,0.488,2582,1563,8364,11,624,1498,0.372,558,3420,1059,5262,0.491,2582,2010,55,82,2,6
LAL 2010,LAL,1730,400,2662,6875,0.457,3144,1985,0.765,1519,82,19830,Los Angeles Lakers,973,1792,363,2546,6840,0.446,3050,1776,0.75,1332,914,1737,7952,573,1585,0.328,520,3460,1159,5255,0.481,2530,1592,8339,12,612,1562,0.341,532,3635,1096,5313,0.492,2612,2010,57,82,16,23
ATL 2010,ATL,1789,413,2451,6801,0.468,3181,1914,0.759,1452,82,19855,Atlanta Hawks,969,1719,359,2471,6623,0.46,3048,1852,0.745,1380,922,1582,7956,506,1392,0.345,480,3393,1135,5231,0.491,2568,1632,8338,13,592,1455,0.36,524,3420,980,5346,0.497,2657,2010,53,82,4,11
OKC 2010,OKC,1639,481,2607,6629,0.462,3063,2210,0.805,1778,82,19805,Oklahoma City Thunder,960,1618,384,2397,6718,0.448,3007,2018,0.764,1541,937,1755,8036,616,1414,0.34,481,3334,1238,5304,0.476,2526,1743,8322,14,654,1229,0.34,418,3567,1227,5400,0.49,2645,2010,50,82,2,6
SAS 2010,SAS,1829,381,2621,6659,0.473,3150,1969,0.74,1458,82,19780,San Antonio Spurs,887,1576,417,2427,6691,0.452,3025,1896,0.756,1433,814,1672,7895,567,1200,0.343,412,3241,1032,5491,0.476,2613,1669,8312,15,516,1547,0.358,554,3508,1116,5112,0.508,2596,2010,50,82,4,10
IND 2010,IND,1730,439,2618,6823,0.443,3020,2019,0.775,1564,82,19705,Indiana Pacers,785,1694,414,2852,6875,0.453,3113,2346,0.756,1774,969,1709,8510,654,1405,0.363,510,3821,1227,5470,0.476,2603,1848,8263,16,585,1896,0.348,659,3403,1232,4927,0.479,2361,2010,32,82,0,0
NOH 2010,NOH,1828,300,2450,6842,0.464,3178,1661,0.778,1293,82,19830,New Orleans Hornets,852,1925,367,2586,6730,0.483,3250,1841,0.751,1383,870,1597,8422,574,1517,0.355,539,3456,1177,5213,0.52,2711,1606,8220,17,625,1572,0.363,571,3302,1103,5270,0.495,2607,2010,37,82,0,0
SAC 2010,SAC,1679,366,2518,6895,0.456,3144,1969,0.726,1430,82,19880,Sacramento Kings,977,1683,468,2538,6828,0.469,3199,2149,0.774,1663,909,1650,8558,586,1391,0.357,497,3447,1120,5437,0.497,2702,1827,8200,18,564,1383,0.349,482,3495,1226,5512,0.483,2662,2010,25,82,0,0
BOS 2010,BOS,1930,402,2449,6294,0.483,3039,2090,0.746,1559,82,19780,Boston Celtics,716,1585,386,2418,6390,0.451,2880,2152,0.746,1606,868,1777,7836,578,1375,0.342,470,3286,1283,5015,0.481,2410,1816,8136,19,701,1433,0.348,499,3165,1219,4861,0.523,2540,2010,50,82,15,24
MIN 2010,MIN,1626,306,2556,6923,0.449,3106,1926,0.746,1436,82,19780,Minnesota Timberwolves,962,2103,442,2640,6961,0.48,3343,1981,0.774,1534,917,1686,8838,721,1690,0.366,618,3557,1173,5271,0.517,2725,1699,8051,20,597,1181,0.341,403,3518,1333,5742,0.471,2703,2010,15,82,0,0
POR 2010,POR,1674,350,2383,6453,0.461,2974,2033,0.79,1606,82,19855,Portland Trail Blazers,913,1583,333,2322,6352,0.464,2950,1870,0.745,1394,801,1767,7774,485,1399,0.343,480,3123,1104,4953,0.499,2470,1715,8045,21,523,1388,0.354,491,3296,1012,5065,0.49,2483,2010,50,82,2,6
PHI 2010,PHI,1723,439,2421,6706,0.46,3087,1808,0.756,1366,82,19805,Philadelphia 76ers,941,1810,332,2470,6573,0.472,3105,1983,0.766,1518,888,1534,8334,621,1542,0.393,606,3358,1189,5031,0.497,2499,1677,8014,22,667,1381,0.343,474,3362,1192,5325,0.491,2613,2010,27,82,0,0
MIL 2010,MIL,1740,385,2560,6998,0.436,3050,1675,0.755,1264,82,19980,Milwaukee Bucks,965,1581,421,2722,6361,0.451,2870,2211,0.765,1692,790,1664,7870,573,1276,0.343,438,3512,1254,5085,0.478,2432,1823,8009,23,580,1813,0.356,645,3525,1085,5185,0.464,2405,2010,46,82,3,7
CHI 2010,CHI,1704,478,2715,6825,0.451,3081,1962,0.754,1479,82,19905,Chicago Bulls,937,1715,438,2589,6885,0.442,3043,1958,0.744,1457,916,1643,8127,578,1680,0.348,584,3505,1090,5205,0.472,2459,1648,7993,24,531,1066,0.33,352,3652,1175,5759,0.474,2729,2010,41,82,1,5
MIA 2010,MIA,1548,457,2553,6518,0.458,2984,1931,0.752,1452,82,19880,Miami Heat,875,1545,355,2483,6408,0.439,2813,2091,0.754,1577,856,1639,7727,517,1531,0.342,524,3339,1184,4877,0.469,2289,1710,7914,25,605,1426,0.346,494,3428,1079,5092,0.489,2490,2010,47,82,1,5
WAS 2010,WAS,1557,421,2458,6700,0.449,3008,1895,0.762,1444,82,19830,Washington Wizards,966,1772,415,2530,6664,0.463,3083,2088,0.761,1590,935,1684,8284,569,1466,0.36,528,3465,1115,5198,0.492,2555,1752,7892,26,493,1225,0.353,432,3424,1219,5475,0.471,2576,2010,26,82,0,0
LAC 2010,LAC,1810,466,2502,6601,0.455,3002,1867,0.73,1362,82,19705,Los Angeles Clippers,927,1926,363,2490,6792,0.47,3193,1910,0.762,1455,879,1588,8370,686,1457,0.363,529,3369,1059,5335,0.499,2664,1581,7849,27,532,1457,0.332,483,3429,1285,5144,0.49,2519,2010,29,82,0,0
CHA 2010,CHA,1658,446,2490,6306,0.453,2858,2180,0.751,1637,82,19880,Charlotte Bobcats,858,1666,502,2382,6536,0.448,2925,1710,0.743,1270,868,1804,7693,614,1696,0.338,573,3250,1256,4840,0.486,2352,1597,7813,28,632,1331,0.346,460,3348,1290,4975,0.482,2398,2010,44,82,0,4
DET 2010,DET,1591,313,2242,6602,0.445,2940,1998,0.728,1455,82,19780,Detroit Pistons,1053,1898,401,2420,6172,0.48,2965,2124,0.767,1630,814,1702,8128,549,1514,0.375,568,3234,1174,4658,0.515,2397,1822,7709,29,596,1190,0.314,374,3295,1100,5412,0.474,2566,2010,27,82,0,0
NJN 2010,NJN,1540,393,2358,6554,0.429,2813,2015,0.78,1572,82,19780,New Jersey Nets,897,1960,421,2683,6593,0.481,3172,2021,0.748,1511,925,1647,8323,638,1278,0.366,468,3608,1149,5315,0.509,2704,1643,7575,30,573,1185,0.318,377,3255,1182,5369,0.454,2436,2010,12,82,0,0
PHO 2009,PHO,1905,420,2520,6695,0.504,3373,2251,0.744,1675,82,19755,Phoenix Suns,900,1741,369,2352,7025,0.467,3278,2108,0.775,1634,993,1877,8816,706,1635,0.383,626,3345,1165,5390,0.492,2652,1691,8974,1,589,1445,0.383,553,3420,1288,5250,0.537,2820,2009,46,82,0,0
GSW 2009,GSW,1711,527,2492,7055,0.458,3231,2392,0.791,1893,82,19880,Golden State Warriors,953,1980,414,2695,7273,0.468,3401,2346,0.779,1828,1165,1927,9212,647,1531,0.38,582,3860,1229,5742,0.491,2819,1842,8905,2,638,1475,0.373,550,3445,1201,5580,0.48,2681,2009,29,82,0,0
LAL 2009,LAL,1908,420,2587,6981,0.474,3307,2087,0.77,1607,82,19780,Los Angeles Lakers,1015,1854,392,2440,6825,0.447,3050,1931,0.753,1454,959,1816,8140,635,1700,0.345,586,3399,1275,5125,0.481,2464,1698,8768,3,718,1516,0.361,547,3602,1103,5465,0.505,2760,2009,65,82,16,23
NYK 2009,NYK,1738,204,2545,7091,0.445,3157,1900,0.784,1490,82,19805,New York Knicks,911,1774,437,2826,7041,0.48,3378,1998,0.758,1514,954,1592,8841,654,1625,0.351,571,3780,1188,5416,0.518,2807,1672,8627,4,610,2284,0.36,823,3456,1174,4807,0.486,2334,2009,32,82,0,0
IND 2009,IND,1775,434,2661,7080,0.455,3220,1890,0.807,1525,82,19830,Indiana Pacers,924,1731,444,2708,6862,0.458,3141,2431,0.764,1857,909,1692,8708,635,1519,0.375,569,3617,1151,5343,0.481,2572,1895,8617,5,573,1725,0.378,652,3585,1189,5355,0.48,2568,2009,36,82,0,0
DEN 2009,DEN,1820,492,2507,6510,0.47,3058,2487,0.76,1891,82,19730,Denver Nuggets,905,1756,447,2391,6738,0.44,2966,2228,0.782,1742,991,1944,8275,648,1643,0.366,601,3382,1265,5095,0.464,2365,1874,8555,6,710,1477,0.371,548,3412,1257,5033,0.499,2510,2009,54,82,10,16
UTA 2009,UTA,2024,374,2423,6623,0.475,3143,2352,0.771,1814,82,19880,Utah Jazz,940,1640,424,2393,6509,0.464,3019,2233,0.763,1703,908,1972,8275,658,1479,0.361,534,3301,1323,5030,0.494,2485,1830,8492,7,719,1122,0.349,392,3363,1210,5501,0.5,2751,2009,48,82,1,5
CHI 2009,CHI,1732,453,2481,6846,0.457,3126,2052,0.796,1633,82,19930,Chicago Bulls,970,1723,449,2491,6864,0.458,3141,2077,0.786,1633,1017,1708,8401,622,1400,0.347,486,3508,1177,5464,0.486,2655,1709,8378,8,615,1293,0.381,493,3451,1192,5553,0.474,2633,2009,41,82,3,7
DAL 2009,DAL,1779,429,2595,6770,0.462,3128,1852,0.819,1516,82,19805,Dallas Mavericks,909,1611,334,2509,6752,0.455,3071,1907,0.798,1522,884,1645,8181,589,1379,0.375,517,3393,1064,5373,0.475,2554,1600,8343,9,591,1632,0.35,571,3504,1043,5138,0.498,2557,2009,50,82,5,10
ORL 2009,ORL,1593,439,2728,6416,0.457,2929,2253,0.715,1611,82,19730,Orlando Magic,819,1488,308,2591,6785,0.433,2936,1882,0.755,1421,864,1840,7737,564,1297,0.342,444,3455,1072,5488,0.454,2492,1664,8286,10,570,2147,0.381,817,3547,1142,4269,0.495,2112,2009,59,82,13,24
BOS 2009,BOS,1862,387,2586,6333,0.486,3075,2075,0.765,1587,82,19880,Boston Celtics,869,1553,389,2249,6418,0.431,2763,2110,0.771,1626,834,1820,7659,585,1452,0.349,507,3083,1195,4966,0.454,2256,1897,8275,11,621,1355,0.397,538,3455,1280,4978,0.51,2537,2009,62,82,7,14
SAC 2009,SAC,1619,349,2366,6685,0.447,2990,2107,0.798,1682,82,19905,Sacramento Kings,840,1796,423,2592,6792,0.483,3281,2412,0.756,1824,1018,1737,8966,704,1430,0.406,580,3610,1178,5362,0.504,2701,1910,8248,12,569,1594,0.368,586,3206,1266,5091,0.472,2404,2009,17,82,0,0
CLE 2009,CLE,1663,435,2574,6454,0.468,3022,2012,0.757,1523,82,19780,Cleveland Cavaliers,886,1568,338,2310,6444,0.431,2775,1895,0.77,1459,878,1664,7491,519,1447,0.333,482,3188,1137,4997,0.459,2293,1663,8223,13,593,1670,0.393,656,3460,1045,4784,0.495,2366,2009,66,82,10,14
POR 2009,POR,1667,402,2360,6494,0.465,3018,1988,0.765,1521,82,19830,Portland Trail Blazers,1060,1590,319,2190,6302,0.46,2899,1780,0.803,1430,786,1733,7715,514,1301,0.374,487,2976,1082,5001,0.482,2412,1671,8153,14,550,1555,0.383,596,3420,1055,4939,0.49,2422,2009,54,82,2,6
MIL 2009,MIL,1802,308,2367,6755,0.445,3009,2067,0.78,1613,82,19780,Milwaukee Bucks,973,1730,376,2527,6233,0.458,2854,2480,0.791,1961,831,1842,8231,616,1486,0.378,562,3358,1350,4747,0.483,2292,1986,8142,15,609,1408,0.363,511,3340,1154,5347,0.467,2498,2009,34,82,0,0
TOR 2009,TOR,1835,390,2513,6673,0.458,3054,1861,0.824,1534,82,19805,Toronto Raptors,802,1887,386,2539,6827,0.465,3172,1759,0.784,1379,895,1645,8352,521,1716,0.367,629,3434,1093,5111,0.498,2543,1593,8121,16,523,1289,0.372,479,3315,1098,5384,0.478,2575,2009,33,82,0,0
HOU 2009,HOU,1662,355,2662,6526,0.453,2959,1903,0.805,1531,82,19805,Houston Rockets,862,1620,435,2399,6735,0.444,2991,1730,0.749,1296,873,1689,7742,588,1298,0.357,464,3272,1012,5437,0.465,2527,1553,8070,17,548,1656,0.375,621,3524,1158,4870,0.48,2338,2009,53,82,7,13
MIA 2009,MIA,1671,451,2411,6646,0.457,3034,1871,0.754,1411,82,19955,Miami Heat,828,1646,335,2536,6412,0.455,2920,2086,0.771,1609,896,1632,8040,528,1519,0.389,591,3432,1246,4893,0.476,2329,1696,8061,18,651,1631,0.357,582,3239,1026,5015,0.489,2452,2009,43,82,3,7
ATL 2009,ATL,1657,376,2412,6451,0.458,2956,2085,0.737,1537,82,19705,Atlanta Hawks,870,1705,354,2481,6609,0.454,3002,1800,0.769,1385,955,1681,7917,530,1496,0.353,528,3436,1121,5113,0.484,2474,1610,8046,19,603,1633,0.366,597,3282,1048,4818,0.49,2359,2009,47,82,4,11
NJN 2009,NJN,1636,391,2415,6536,0.448,2925,1980,0.779,1542,82,19830,New Jersey Nets,850,1793,393,2523,6385,0.462,2953,2281,0.762,1738,872,1680,8244,567,1536,0.391,600,3395,1103,4849,0.485,2353,1838,8044,20,559,1735,0.376,652,3265,1075,4801,0.473,2273,2009,34,82,0,0
MIN 2009,MIN,1674,322,2442,6766,0.441,2986,1957,0.769,1504,82,19805,Minnesota Timberwolves,975,1765,484,2539,6561,0.474,3109,2145,0.778,1668,813,1642,8422,610,1420,0.377,536,3352,1028,5141,0.5,2573,1785,8019,21,512,1539,0.353,543,3417,1165,5227,0.467,2443,2009,24,82,0,0
PHI 2009,PHI,1647,415,2336,6532,0.459,2997,2216,0.745,1652,82,19755,Philadelphia 76ers,1039,1799,400,2285,6489,0.462,2997,1792,0.782,1402,935,1786,7981,575,1595,0.367,585,3220,1278,4894,0.493,2412,1650,7987,22,658,1072,0.318,341,3375,1157,5460,0.486,2656,2009,41,82,2,6
SAS 2009,SAS,1736,329,2638,6534,0.466,3042,1641,0.761,1249,82,19905,San Antonio Spurs,728,1481,352,2570,6568,0.453,2973,1635,0.769,1257,745,1511,7650,531,1180,0.379,447,3315,961,5388,0.469,2526,1546,7958,23,474,1620,0.386,625,3366,963,4914,0.492,2417,2009,54,82,1,5
OKC 2009,OKC,1663,371,2497,6716,0.447,2999,2069,0.786,1626,82,19805,Oklahoma City Thunder,999,1769,407,2496,6799,0.475,3230,1930,0.761,1468,884,1656,8452,697,1439,0.364,524,3380,1140,5360,0.505,2706,1655,7952,24,608,949,0.346,328,3496,1330,5767,0.463,2671,2009,23,82,0,0
WAS 2009,WAS,1641,365,2330,6655,0.45,2994,1948,0.767,1494,82,19705,Washington Wizards,956,2015,431,2491,6565,0.482,3164,1959,0.759,1487,934,1638,8489,593,1740,0.387,674,3425,1140,4825,0.516,2490,1679,7877,25,619,1198,0.33,395,3286,1146,5457,0.476,2599,2009,19,82,0,0
NOH 2009,NOH,1609,338,2453,6366,0.457,2911,1833,0.807,1479,82,19755,New Orleans Hornets,802,1649,290,2459,6329,0.45,2851,1879,0.773,1453,822,1675,7730,476,1625,0.354,575,3281,1089,4704,0.484,2276,1665,7857,26,593,1526,0.364,556,3255,1029,4840,0.487,2355,2009,49,82,1,5
LAC 2009,LAC,1723,482,2377,6696,0.441,2955,1839,0.736,1354,82,19880,Los Angeles Clippers,890,1951,414,2653,6805,0.473,3218,2035,0.76,1546,962,1609,8518,652,1431,0.375,536,3615,1093,5374,0.499,2682,1650,7799,27,572,1513,0.354,535,3267,1221,5183,0.467,2420,2009,19,82,0,0
DET 2009,DET,1689,377,2448,6559,0.454,2981,1849,0.751,1388,82,19905,Detroit Pistons,949,1651,342,2453,6380,0.451,2876,2039,0.775,1580,861,1612,7767,461,1228,0.354,435,3314,964,5152,0.474,2441,1712,7727,28,493,1079,0.349,377,3397,973,5480,0.475,2604,2009,39,82,0,4
MEM 2009,MEM,1423,385,2337,6311,0.454,2865,2077,0.756,1570,82,19805,Memphis Grizzlies,847,1735,443,2431,6378,0.473,3018,2043,0.77,1574,842,1786,8146,632,1510,0.355,536,3273,1194,4868,0.51,2482,1777,7698,29,615,1106,0.36,398,3184,1252,5205,0.474,2467,2009,24,82,0,0
CHA 2009,CHA,1741,397,2366,6299,0.455,2866,1965,0.74,1455,82,19930,Charlotte Bobcats,886,1604,488,2310,6349,0.454,2883,1928,0.756,1457,877,1714,7781,626,1526,0.366,558,3187,1206,4823,0.482,2325,1754,7677,30,580,1339,0.366,490,3252,1279,4960,0.479,2376,2009,35,82,0,0
GSW 2008,GSW,1833,377,2496,7406,0.459,3403,2044,0.752,1538,82,19780,Golden State Warriors,1045,1939,413,2803,6998,0.468,3273,2378,0.759,1806,1053,1736,8924,567,1556,0.368,572,3856,1384,5442,0.496,2701,1875,9105,1,744,2185,0.348,761,3541,1082,5221,0.506,2642,2008,48,82,0,0
DEN 2008,DEN,2024,551,2698,7038,0.47,3307,2519,0.751,1891,82,19855,Denver Nuggets,918,2107,393,2680,7303,0.457,3334,2028,0.73,1481,1042,1950,8770,644,1710,0.363,621,3722,1343,5593,0.485,2713,1731,9074,2,752,1605,0.355,569,3616,1203,5433,0.504,2738,2008,50,82,0,4
PHO 2008,PHO,2188,518,2683,6782,0.5,3392,1977,0.783,1548,82,19780,Phoenix Suns,720,1607,311,2498,7384,0.456,3368,1879,0.749,1407,1101,1731,8612,601,1329,0.353,469,3599,1101,6055,0.479,2899,1633,9026,3,532,1764,0.393,694,3403,1184,5018,0.538,2698,2008,55,82,1,5
